id,history_id,detector_id,user_value,user_error,"fit"
666,112,31,1,0,NULL
667,112,31,1,0,NULL
668,112,31,1,0,NULL
669,112,31,1,0,NULL
670,112,31,1,0,NULL
671,113,31,1,0,NULL
672,113,31,1,0,NULL
673,113,31,1,0,NULL
674,113,31,1,0,NULL
675,113,31,1,0,NULL
676,113,31,1,0,NULL
677,114,31,1,0,NULL
678,114,31,1,0,NULL
679,114,31,1,0,NULL
680,114,31,1,0,NULL
681,114,31,1,0,NULL
682,114,31,1,0,NULL
683,115,31,1,0,NULL
684,115,31,1,0,NULL
685,115,31,1,0,NULL
686,115,31,1,0,NULL
687,115,31,1,0,NULL
688,115,31,1,0,NULL
689,116,31,1,0,NULL
690,116,31,1,0,NULL
691,116,31,1,0,NULL
692,116,31,1,0,NULL
693,116,31,1,0,NULL
694,116,31,1,0,NULL
695,117,31,1,0,NULL
696,117,31,1,0,NULL
697,117,31,1,0,NULL
698,117,31,1,0,NULL
699,117,31,1,0,NULL
700,117,31,1,0,NULL
701,118,31,1,0,NULL
702,118,31,1,0,NULL
703,118,31,1,0,NULL
704,118,31,1,0,NULL
705,118,31,1,0,NULL
706,118,31,1,0,NULL
707,119,31,1,0,NULL
708,119,31,1,0,NULL
709,119,31,1,0,NULL
710,119,31,1,0,NULL
711,119,31,1,0,NULL
712,119,31,1,0,NULL
713,120,31,1,0,NULL
714,120,31,1,0,NULL
715,120,31,1,0,NULL
716,120,31,1,0,NULL
717,120,31,1,0,NULL
718,120,31,1,0,NULL
719,121,31,1,0,NULL
720,121,31,1,0,NULL
721,121,31,1,0,NULL
722,121,31,1,0,NULL
723,121,32,118.75399780273438,0,NULL
724,121,31,1,0,NULL
725,122,31,1,0,NULL
726,122,31,1,0,NULL
727,122,31,1,0,NULL
728,122,31,1,0,NULL
729,122,31,1,0,NULL
730,122,31,1,0,NULL
731,123,31,1,0,NULL
732,123,31,1,0,NULL
733,123,31,1,0,NULL
734,123,31,1,0,NULL
735,123,31,1,0,NULL
736,123,31,1,0,NULL
737,124,31,1,0,NULL
738,124,31,1,0,NULL
739,124,31,1,0,NULL
740,124,31,1,0,NULL
741,124,31,1,0,NULL
742,124,31,1,0,NULL
743,125,31,1,0,NULL
744,125,31,1,0,NULL
745,125,31,1,0,NULL
746,125,31,1,0,NULL
747,125,31,1,0,NULL
748,125,31,1,0,NULL
749,126,31,1,0,NULL
750,126,31,1,0,NULL
751,126,31,1,0,NULL
752,126,31,1,0,NULL
753,126,31,1,0,NULL
754,126,31,1,0,NULL
755,127,31,1,0,NULL
756,127,31,1,0,NULL
757,127,31,1,0,NULL
758,127,31,1,0,NULL
759,127,31,1,0,NULL
760,127,31,1,0,NULL
761,128,31,1,0,NULL
762,128,31,1,0,NULL
763,128,31,1,0,NULL
764,128,31,1,0,NULL
765,128,31,1,0,NULL
766,128,31,1,0,NULL
767,129,31,1,0,NULL
768,129,31,1,0,NULL
769,129,31,1,0,NULL
770,129,31,1,0,NULL
771,129,31,1,0,NULL
772,129,31,1,0,NULL
773,130,31,1,0,NULL
774,130,31,1,0,NULL
775,130,31,1,0,NULL
776,130,31,1,0,NULL
777,130,31,1,0,NULL
778,130,31,1,0,NULL
779,131,31,1,0,NULL
780,131,31,1,0,NULL
781,131,31,1,0,NULL
782,131,31,1,0,NULL
783,131,31,1,0,NULL
784,131,31,1,0,NULL
785,132,31,1,0,NULL
786,132,31,1,0,NULL
787,132,31,1,0,NULL
788,132,31,1,0,NULL
789,132,31,1,0,NULL
790,132,31,1,0,NULL
791,133,31,1,0,NULL
792,133,31,1,0,NULL
793,133,31,1,0,NULL
794,133,31,1,0,NULL
795,133,31,1,0,NULL
796,133,31,1,0,NULL
797,134,31,1,0,NULL
798,134,31,1,0,NULL
799,134,31,1,0,NULL
800,134,31,1,0,NULL
801,134,31,1,0,NULL
802,134,31,1,0,NULL
803,135,31,1,0,NULL
804,135,31,1,0,NULL
805,135,31,1,0,NULL
806,135,31,1,0,NULL
807,135,32,116.1719970703125,0,NULL
808,135,31,1,0,NULL
809,136,31,1,0,NULL
810,136,31,1,0,NULL
811,136,31,1,0,NULL
812,136,31,1,0,NULL
813,136,31,1,0,NULL
814,136,31,1,0,NULL
815,137,31,1,0,NULL
816,137,31,1,0,NULL
817,137,31,1,0,NULL
818,137,31,1,0,NULL
819,137,31,1,0,NULL
820,137,31,1,0,NULL
821,138,31,1,0,NULL
822,138,31,1,0,NULL
823,138,31,1,0,NULL
824,138,31,1,0,NULL
825,138,31,1,0,NULL
826,138,31,1,0,NULL
827,139,31,1,0,NULL
828,139,31,1,0,NULL
829,139,31,1,0,NULL
830,139,31,1,0,NULL
831,139,31,1,0,NULL
832,139,31,1,0,NULL
833,140,31,1,0,NULL
834,140,31,1,0,NULL
835,140,31,1,0,NULL
836,140,31,1,0,NULL
837,140,31,1,0,NULL
838,140,31,1,0,NULL
839,141,31,1,0,NULL
840,141,31,1,0,NULL
841,141,31,1,0,NULL
842,141,31,1,0,NULL
843,141,31,1,0,NULL
844,141,31,1,0,NULL
845,142,31,1,0,NULL
846,142,31,1,0,NULL
847,142,31,1,0,NULL
848,142,31,1,0,NULL
849,142,31,1,0,NULL
850,142,31,1,0,NULL
851,143,31,1,0,NULL
852,143,31,1,0,NULL
853,143,31,1,0,NULL
854,143,31,1,0,NULL
855,143,31,1,0,NULL
856,143,31,1,0,NULL
857,144,31,1,0,NULL
858,144,31,1,0,NULL
859,144,31,1,0,NULL
860,144,31,1,0,NULL
861,144,31,1,0,NULL
862,144,31,1,0,NULL
863,145,31,1,0,NULL
864,145,31,1,0,NULL
865,145,31,1,0,NULL
866,145,31,1,0,NULL
867,145,31,1,0,NULL
868,145,31,1,0,NULL
869,146,31,1,0,NULL
870,146,31,1,0,NULL
871,146,31,1,0,NULL
872,146,31,1,0,NULL
873,146,31,1,0,NULL
874,146,31,1,0,NULL
875,147,31,1,0,NULL
876,147,31,1,0,NULL
877,147,31,1,0,NULL
878,147,31,1,0,NULL
879,147,32,116.21499633789062,0,NULL
880,147,31,1,0,NULL
881,148,31,1,0,NULL
882,148,31,1,0,NULL
883,148,31,1,0,NULL
884,148,31,1,0,NULL
885,148,31,1,0,NULL
886,148,31,1,0,NULL
887,149,31,1,0,NULL
888,149,31,1,0,NULL
889,149,31,1,0,NULL
890,149,31,1,0,NULL
891,149,31,1,0,NULL
892,149,31,1,0,NULL
893,150,31,1,0,NULL
894,150,31,1,0,NULL
895,150,31,1,0,NULL
896,150,31,1,0,NULL
897,150,31,1,0,NULL
898,150,31,1,0,NULL
899,151,31,1,0,NULL
900,151,31,1,0,NULL
901,151,31,1,0,NULL
902,151,31,1,0,NULL
903,151,31,1,0,NULL
904,151,31,1,0,NULL
905,152,31,1,0,NULL
906,152,31,1,0,NULL
907,152,31,1,0,NULL
908,152,31,1,0,NULL
909,152,31,1,0,NULL
910,152,31,1,0,NULL
911,153,31,1,0,NULL
912,153,31,1,0,NULL
913,153,31,1,0,NULL
914,153,31,1,0,NULL
915,153,31,1,0,NULL
916,153,31,1,0,NULL
917,154,31,1,0,NULL
918,154,31,1,0,NULL
919,154,31,1,0,NULL
920,154,31,1,0,NULL
921,154,31,1,0,NULL
922,154,31,1,0,NULL
923,155,31,1,0,NULL
924,155,31,1,0,NULL
925,155,31,1,0,NULL
926,155,31,1,0,NULL
927,155,31,1,0,NULL
928,155,31,1,0,NULL
929,156,31,1,0,NULL
930,156,31,1,0,NULL
931,156,31,1,0,NULL
932,156,31,1,0,NULL
933,156,31,1,0,NULL
934,156,31,1,0,NULL
935,157,31,1,0,NULL
936,157,31,1,0,NULL
937,157,31,1,0,NULL
938,157,31,1,0,NULL
939,157,31,1,0,NULL
940,157,31,1,0,NULL
941,158,31,1,0,NULL
942,158,31,1,0,NULL
943,158,31,1,0,NULL
944,158,31,1,0,NULL
945,158,31,1,0,NULL
946,158,31,1,0,NULL
947,159,31,1,0,NULL
948,159,31,1,0,NULL
949,159,31,1,0,NULL
950,159,31,1,0,NULL
951,159,31,1,0,NULL
952,159,31,1,0,NULL
953,160,31,1,0,NULL
954,160,31,1,0,NULL
955,160,31,1,0,NULL
956,160,31,1,0,NULL
957,160,31,1,0,NULL
958,160,31,1,0,NULL
959,161,31,1,0,NULL
960,161,31,1,0,NULL
961,161,31,1,0,NULL
962,161,31,1,0,NULL
963,161,31,1,0,NULL
964,161,31,1,0,NULL
965,162,31,1,0,NULL
966,162,31,1,0,NULL
967,162,31,1,0,NULL
968,162,31,1,0,NULL
969,162,32,113.95700073242188,0,NULL
970,162,31,1,0,NULL
971,163,31,1,0,NULL
972,163,31,1,0,NULL
973,163,31,1,0,NULL
974,163,31,1,0,NULL
975,163,31,1,0,NULL
976,163,31,1,0,NULL
977,163,31,1,0,NULL
978,164,31,1,0,NULL
979,164,31,1,0,NULL
980,164,31,1,0,NULL
981,164,31,1,0,NULL
982,164,32,115.41100311279297,0,NULL
983,164,31,1,0,NULL
984,165,31,1,0,NULL
985,165,31,1,0,NULL
986,165,31,1,0,NULL
987,165,31,1,0,NULL
988,165,31,1,0,NULL
