id,intercalibration_id,ic_analysis_id
1037,27005,4662
1038,27005,5186
1039,27005,5203
1040,27005,5213
1041,27005,5231
1042,27005,5247
1043,27005,5263
1044,27005,5282
1045,27006,4578
1046,27006,4582
1047,27006,4583
1048,27006,4584
1049,27006,4585
1050,27006,4610
1051,27006,4626
1052,27006,4640
1053,27006,4656
1054,27006,4660
1055,27006,4662
1056,27006,5186
1057,27006,5203
1058,27006,5213
1059,27006,5231
1060,27006,5247
1061,27006,5263
1062,27006,5282
1063,27007,4578
1064,27007,4582
1065,27007,4583
1066,27007,4584
1067,27007,4585
1068,27007,4610
1069,27007,4626
1070,27007,4640
1071,27007,4656
1072,27007,4660
1073,27007,4662
1074,27007,5186
1075,27007,5203
1076,27007,5213
1077,27007,5231
1078,27007,5247
1079,27007,5263
1080,27007,5282
1081,27008,4578
1082,27008,4582
1083,27008,4583
1084,27008,4584
1085,27008,4585
1086,27008,4610
1087,27008,4626
1088,27008,4640
1089,27008,4656
1090,27008,4660
1091,27008,4662
1092,27008,5186
1093,27008,5203
1094,27008,5213
1095,27008,5231
1096,27008,5247
1097,27008,5263
1098,27008,5282
1099,27009,4578
1100,27009,4582
1101,27009,4583
1102,27009,4584
1103,27009,4585
1104,27009,4610
1105,27009,4626
1106,27009,4640
1107,27009,4656
1108,27009,4660
1109,27009,4662
1110,27009,5186
1111,27009,5203
1112,27009,5213
1113,27009,5231
1114,27009,5247
1115,27009,5263
1116,27009,5282
1117,27010,4578
1118,27010,4582
1119,27010,4583
1120,27010,4584
1121,27010,4585
1122,27010,4610
1123,27010,4626
1124,27010,4640
1125,27010,4656
1126,27010,4660
1127,27010,4662
1128,27010,5186
1129,27010,5203
1130,27010,5213
1131,27010,5231
1132,27010,5247
1133,27010,5263
1134,27010,5282
1135,27011,4578
1136,27011,4582
1137,27011,4583
1138,27011,4584
1139,27011,4585
1140,27011,4610
1141,27011,4626
1142,27011,4640
1143,27011,4656
1144,27011,4660
1145,27011,4662
1146,27011,5186
1147,27011,5203
1148,27011,5213
1149,27011,5231
1150,27011,5247
1151,27011,5263
1152,27011,5282
1153,27012,4578
1154,27012,4582
1155,27012,4583
1156,27012,4584
1157,27012,4585
1158,27012,4610
1159,27012,4626
1160,27012,4640
1161,27012,4656
1162,27012,4660
1163,27012,4662
1164,27012,5186
1165,27012,5203
1166,27012,5213
1167,27012,5231
1168,27012,5247
1169,27012,5263
1170,27012,5282
1171,27013,4578
1172,27013,4582
1173,27013,4583
1174,27013,4584
1175,27013,4585
1176,27013,4610
1177,27013,4626
1178,27013,4640
1179,27013,4656
1180,27013,4660
1181,27013,4662
1182,27013,5186
1183,27013,5203
1184,27013,5213
1185,27013,5231
1186,27013,5247
1187,27013,5263
1188,27013,5282
1189,27014,4578
1190,27014,4582
1191,27014,4583
1192,27014,4584
1193,27014,4585
1194,27014,4610
1195,27014,4626
1196,27014,4640
1197,27014,4656
1198,27014,4660
1199,27014,4662
1200,27014,5186
1201,27014,5203
1202,27014,5213
1203,27014,5231
1204,27014,5247
1205,27014,5263
1206,27014,5282
1207,27015,4578
1208,27015,4582
1209,27015,4583
1210,27015,4584
1211,27015,4585
1212,27015,4610
1213,27015,4626
1214,27015,4640
1215,27015,4656
1216,27015,4660
1217,27015,4662
1218,27015,5186
1219,27015,5203
1220,27015,5213
1221,27015,5231
1222,27015,5247
1223,27015,5263
1224,27015,5282
1225,27016,4578
1226,27016,4582
1227,27016,4583
1228,27016,4584
1229,27016,4585
1230,27016,4610
1231,27016,4626
1232,27016,4640
1233,27016,4656
1234,27016,4660
1235,27016,4662
1236,27016,5186
1237,27016,5203
1238,27016,5213
1239,27016,5231
1240,27016,5247
1241,27016,5263
1242,27016,5282
1243,27017,4578
1244,27017,4582
1245,27017,4583
1246,27017,4584
1247,27017,4585
1248,27017,4610
1249,27017,4626
1250,27017,4640
1251,27017,4656
1252,27017,4660
1253,27017,4662
1254,27017,5186
1255,27017,5203
1256,27017,5213
1257,27017,5231
1258,27017,5247
1259,27017,5263
1260,27017,5282
1261,27018,4578
1262,27018,4582
1263,27018,4583
1264,27018,4584
1265,27018,4585
1266,27018,4610
1267,27018,4626
1268,27018,4640
1269,27018,4656
1270,27018,4660
1271,27018,4662
1272,27018,5186
1273,27018,5203
1274,27018,5213
1275,27018,5231
1276,27018,5247
1277,27018,5263
1278,27018,5282
1279,27019,4578
1280,27019,4582
1281,27019,4583
1282,27019,4584
1283,27019,4585
1284,27019,4610
1285,27019,4626
1286,27019,4640
1287,27019,4656
1288,27019,4660
1289,27019,4662
1290,27019,5186
1291,27019,5203
1292,27019,5213
1293,27019,5231
1294,27019,5247
1295,27019,5263
1296,27019,5282
1297,27020,4578
1298,27020,4582
1299,27020,4583
1300,27020,4584
1301,27020,4585
1302,27020,4610
1303,27020,4626
1304,27020,4640
1305,27020,4656
1306,27020,4660
1307,27020,4662
1308,27020,5186
1309,27020,5203
1310,27020,5213
1311,27020,5231
1312,27020,5247
1313,27020,5263
1314,27020,5282
1315,27021,4578
1316,27021,4582
1317,27021,4583
1318,27021,4584
1319,27021,4585
1320,27021,4610
1321,27021,4626
1322,27021,4640
1323,27021,4656
1324,27021,4660
1325,27021,4662
1326,27021,5186
1327,27021,5203
1328,27021,5213
1329,27021,5231
1330,27021,5247
1331,27021,5263
1332,27021,5282
1333,27022,4578
1334,27022,4582
1335,27022,4583
1336,27022,4584
1337,27022,4585
1338,27022,4610
1339,27022,4626
1340,27022,4640
1341,27022,4656
1342,27022,4660
1343,27022,4662
1344,27022,5186
1345,27022,5203
1346,27022,5213
1347,27022,5231
1348,27022,5247
1349,27022,5263
1350,27022,5282
1351,27023,4578
1352,27023,4582
1353,27023,4583
1354,27023,4584
1355,27023,4585
1356,27023,4610
1357,27023,4626
1358,27023,4640
1359,27023,4656
1360,27023,4660
1361,27023,4662
1362,27023,5186
1363,27023,5203
1364,27023,5213
1365,27023,5231
1366,27023,5247
1367,27023,5263
1368,27023,5282
1369,27024,4578
1370,27024,4582
1371,27024,4583
1372,27024,4584
1373,27024,4585
1374,27024,4610
1375,27024,4626
1376,27024,4640
1377,27024,4656
1378,27024,4660
1379,27024,4662
1380,27024,5186
1381,27024,5203
1382,27024,5213
1383,27024,5231
1384,27024,5247
1385,27024,5263
1386,27024,5282
1387,27025,4578
1388,27025,4582
1389,27025,4583
1390,27025,4584
1391,27025,4585
1392,27025,4610
1393,27025,4626
1394,27025,4640
1395,27025,4656
1396,27025,4660
1397,27025,4662
1398,27025,5186
1399,27025,5203
1400,27025,5213
1401,27025,5231
1402,27025,5247
1403,27025,5263
1404,27025,5282
1405,27026,4578
1406,27026,4582
1407,27026,4583
1408,27026,4584
1409,27026,4585
1410,27026,4610
1411,27026,4626
1412,27026,4640
1413,27026,4656
1414,27026,4660
1415,27026,4662
1416,27026,5186
1417,27026,5203
1418,27026,5213
1419,27026,5231
1420,27026,5247
1421,27026,5263
1422,27026,5282
1423,27027,4578
1424,27027,4582
1425,27027,4583
1426,27027,4584
1427,27027,4585
1428,27027,4610
1429,27027,4626
1430,27027,4640
1431,27027,4656
1432,27027,4660
1433,27027,4662
1434,27027,5186
1435,27027,5203
1436,27027,5213
1437,27027,5231
1438,27027,5247
1439,27027,5263
1440,27027,5282
1441,27028,4578
1442,27028,4582
1443,27028,4583
1444,27028,4584
1445,27028,4585
1446,27028,4610
1447,27028,4626
1448,27028,4640
1449,27028,4656
1450,27028,4660
1451,27028,4662
1452,27028,5186
1453,27028,5203
1454,27028,5213
1455,27028,5231
1456,27028,5247
1457,27028,5263
1458,27028,5282
1459,27029,4578
1460,27029,4582
1461,27029,4583
1462,27029,4584
1463,27029,4585
1464,27029,4610
1465,27029,4626
1466,27029,4640
1467,27029,4656
1468,27029,4660
1469,27029,4662
1470,27029,5186
1471,27029,5203
1472,27029,5213
1473,27029,5231
1474,27029,5247
1475,27029,5263
1476,27029,5282
1477,27030,4578
1478,27030,4582
1479,27030,4583
1480,27030,4584
1481,27030,4585
1482,27030,4610
1483,27030,4626
1484,27030,4640
1485,27030,4656
1486,27030,4660
1487,27030,4662
1488,27030,5186
1489,27030,5203
1490,27030,5213
1491,27030,5231
1492,27030,5247
1493,27030,5263
1494,27030,5282
1495,27031,4578
1496,27031,4582
1497,27031,4583
1498,27031,4584
1499,27031,4585
1500,27031,4610
1501,27031,4626
1502,27031,4640
1503,27031,4656
1504,27031,4660
1505,27031,4662
1506,27031,5186
1507,27031,5203
1508,27031,5213
1509,27031,5231
1510,27031,5247
1511,27031,5263
1512,27031,5282
1513,27032,4578
1514,27032,4582
1515,27032,4583
1516,27032,4584
1517,27032,4585
1518,27032,4610
1519,27032,4626
1520,27032,4640
1521,27032,4656
1522,27032,4660
1523,27032,4662
1524,27032,5186
1525,27032,5203
1526,27032,5213
1527,27032,5231
1528,27032,5247
1529,27032,5263
1530,27032,5282
1531,27033,4578
1532,27033,4582
1533,27033,4583
1534,27033,4584
1535,27033,4585
1536,27033,4610
1537,27033,4626
1538,27033,4640
1539,27033,4656
1540,27033,4660
1541,27033,4662
1542,27033,5186
1543,27033,5203
1544,27033,5213
1545,27033,5231
1546,27033,5247
1547,27033,5263
1548,27033,5282
1549,27034,4578
1550,27034,4582
1551,27034,4583
1552,27034,4584
1553,27034,4585
1554,27034,4610
1555,27034,4626
1556,27034,4640
1557,27034,4656
1558,27034,4660
1559,27034,4662
1560,27034,5186
1561,27034,5203
1562,27034,5213
1563,27034,5231
1564,27034,5247
1565,27034,5263
1566,27034,5282
1567,27035,4578
1568,27035,4582
1569,27035,4583
1570,27035,4584
1571,27035,4585
1572,27035,4610
1573,27035,4626
1574,27035,4640
1575,27035,4656
1576,27035,4660
1577,27035,4662
1578,27035,5186
1579,27035,5203
1580,27035,5213
1581,27035,5231
1582,27035,5247
1583,27035,5263
1584,27035,5282
1585,27036,4578
1586,27036,4582
1587,27036,4583
1588,27036,4584
1589,27036,4585
1590,27036,4610
1591,27036,4626
1592,27036,4640
1593,27036,4656
1594,27036,4660
1595,27036,4662
1596,27036,5186
1597,27036,5203
1598,27036,5213
1599,27036,5231
1600,27036,5247
1601,27036,5263
1602,27036,5282
1603,27037,4578
1604,27037,4582
1605,27037,4583
1606,27037,4584
1607,27037,4585
1608,27037,4610
1609,27037,4626
1610,27037,4640
1611,27037,4656
1612,27037,4660
1613,27037,4662
1614,27037,5186
1615,27037,5203
1616,27037,5213
1617,27037,5231
1618,27037,5247
1619,27037,5263
1620,27037,5282
1621,27038,4578
1622,27038,4582
1623,27038,4583
1624,27038,4584
1625,27038,4585
1626,27038,4610
1627,27038,4626
1628,27038,4640
1629,27038,4656
1630,27038,4660
1631,27038,4662
1632,27038,5186
1633,27038,5203
1634,27038,5213
1635,27038,5231
1636,27038,5247
1637,27038,5263
1638,27038,5282
1639,27039,4578
1640,27039,4582
1641,27039,4583
1642,27039,4584
1643,27039,4585
1644,27039,4610
1645,27039,4626
1646,27039,4640
1647,27039,4656
1648,27039,4660
1649,27039,4662
1650,27039,5186
1651,27039,5203
1652,27039,5213
1653,27039,5231
