id,history_id,disc,disc_error,detector_id
995,995,1.004,0.001,31
996,996,1.004,0.001,31
997,997,1.004,0.001,31
998,998,1.004,0.001,31
999,999,1.004,0.001,31
1000,1000,1.004,0.001,31
1001,1001,1.004,0.001,31
1002,1002,1.004,0.001,31
1003,1003,1.004,0.001,31
1004,1004,1.004,0.001,31
1005,1005,1.004,0.001,31
1006,1006,1.004,0.001,31
1007,1007,1.004,0.001,31
1008,1008,1.004,0.001,31
1009,1009,1.004,0.001,31
1010,1010,1.004,0.001,31
1011,1011,1.004,0.001,31
1012,1012,1.004,0.001,31
1013,1013,1.004,0.001,31
1014,1014,1.004,0.001,31
1015,1015,1.004,0.001,31
1016,1016,1.004,0.001,31
1017,1017,1.004,0.001,31
1018,1018,1.004,0.001,31
1019,1019,1.004,0.001,31
1020,1020,1.004,0.001,31
1021,1021,1.004,0.001,31
1022,1022,1.004,0.001,31
1023,1023,1.004,0.001,31
1024,1024,1.004,0.001,31
1025,1025,1.004,0.001,31
1026,1026,1.004,0.001,31
1027,1027,1.004,0.001,31
1028,1028,1.004,0.001,31
1029,1029,1.004,0.001,31
1030,1030,1.004,0.001,31
1031,1031,1.004,0.001,31
1032,1032,1.004,0.001,31
1033,1033,1.004,0.001,31
1034,1034,1.004,0.001,31
1035,1035,1.004,0.001,31
1036,1036,1.004,0.001,31
1037,1037,1.004,0.001,31
1038,1038,1.004,0.001,31
1039,1039,1.004,0.001,31
1040,1040,1.004,0.001,31
1041,1041,1.004,0.001,31
1042,1042,1.004,0.001,31
1043,1043,1.004,0.001,31
1044,1044,1.004,0.001,31
1045,1045,1.004,0.001,31
1046,1046,1.004,0.001,31
1047,1047,1.004,0.001,31
1048,1048,1.004,0.001,31
1049,1049,1.004,0.001,31
1050,1050,1.004,0.001,31
1051,1051,1.004,0.001,31
1052,1052,1.004,0.001,31
1053,1053,1.004,0.001,31
1054,1054,1.004,0.001,31
1055,1055,1.004,0.001,31
1056,1056,1.004,0.001,31
1057,1057,1.004,0.001,31
1058,1058,1.004,0.001,31
1059,1059,1.004,0.001,31
1060,1060,1.004,0.001,31
1061,1061,1.004,0.001,31
1062,1062,1.004,0.001,31
1063,1063,1.004,0.001,31
1064,1064,1.004,0.001,31
1065,1065,1.004,0.001,31
1066,1066,1.004,0.001,31
1067,1067,1.004,0.001,31
1068,1068,1.004,0.001,31
1069,1069,1.004,0.001,31
1070,1070,1.004,0.001,31
1071,1071,1.004,0.001,31
1072,1072,1.004,0.001,31
1073,1073,1.004,0.001,31
1074,1074,1.004,0.001,31
1075,1075,1.004,0.001,31
1076,1076,1.004,0.001,31
1077,1077,1.004,0.001,31
1078,1078,1.004,0.001,31
1079,1079,1.004,0.001,31
1080,1080,1.004,0.001,31
1081,1081,1.004,0.001,31
1082,1082,1.004,0.001,31
1083,1083,1.004,0.001,31
1084,1084,1.004,0.001,31
1085,1085,1.004,0.001,31
1086,1086,1.004,0.001,31
1087,1087,1.004,0.001,31
1088,1088,1.004,0.001,31
1089,1089,1.004,0.001,31
1090,1090,1.004,0.001,31
1091,1091,1.004,0.001,31
1092,1092,1.004,0.001,31
1093,1093,1.004,0.001,31
1094,1094,1.004,0.001,31
1095,1095,1.004,0.001,31
1096,1096,1.004,0.001,31
1097,1097,1.004,0.001,31
1098,1098,1.004,0.001,31
1099,1099,1.004,0.001,31
1100,1100,1.004,0.001,31
1101,1101,1.004,0.001,31
1102,1102,1.004,0.001,31
1103,1103,1.004,0.001,31
1104,1104,1.004,0.001,31
1105,1105,1.004,0.001,31
1106,1106,1.004,0.001,31
1107,1107,1.004,0.001,31
1108,1108,1.004,0.001,31
1109,1109,1.004,0.001,31
1110,1110,1.004,0.001,31
1111,1111,1.004,0.001,31
1112,1112,1.004,0.001,31
1113,1113,1.004,0.001,31
1114,1114,1.004,0.001,31
1115,1115,1.004,0.001,31
1116,1116,1.004,0.001,31
1117,1117,1.004,0.001,31
1118,1118,1.004,0.001,31
1119,1119,1.004,0.001,31
1120,1120,1.004,0.001,31
1121,1121,1.004,0.001,31
1122,1122,1.004,0.001,31
1123,1123,1.004,0.001,31
1124,1124,1.004,0.001,31
1125,1125,1.004,0.001,31
1126,1126,1.004,0.001,31
1127,1127,1.004,0.001,31
1128,1128,1.004,0.001,31
1129,1129,1.004,0.001,31
1130,1130,1.004,0.001,31
1131,1131,1.004,0.001,31
1132,1132,1.004,0.001,31
1133,1133,1.004,0.001,31
1134,1134,1.004,0.001,31
1135,1135,1.004,0.001,31
1136,1136,1.004,0.001,31
1137,1137,1.004,0.001,31
1138,1138,1.004,0.001,31
1139,1139,1.004,0.001,31
1140,1140,1.004,0.001,31
1141,1141,1.004,0.001,31
1142,1142,1.004,0.001,31
1143,1143,1.004,0.001,31
1144,1144,1.004,0.001,31
1145,1145,1.004,0.001,31
1146,1146,1.004,0.001,31
1147,1147,1.004,0.001,31
1148,1148,1.004,0.001,31
1149,1149,1.004,0.001,31
1150,1150,1.004,0.001,31
1151,1151,1.004,0.001,31
1152,1152,1.004,0.001,31
1153,1153,1.004,0.001,31
1154,1154,1.004,0.001,31
1155,1155,1.004,0.001,31
1156,1156,1.004,0.001,31
1157,1157,1.004,0.001,31
1158,1158,1.004,0.001,31
1159,1159,1.004,0.001,31
1160,1160,1.004,0.001,31
1161,1161,1.004,0.001,31
1162,1162,1.004,0.001,31
1163,1163,1.004,0.001,31
1164,1164,1.004,0.001,31
1165,1165,1.004,0.001,31
1166,1166,1.004,0.001,31
1167,1167,1.004,0.001,31
1168,1168,1.004,0.001,31
1169,1169,1.004,0.001,31
1170,1170,1.004,0.001,31
1171,1171,1.004,0.001,31
1172,1172,1.004,0.001,31
1173,1173,1.004,0.001,31
1174,1174,1.004,0.001,31
1175,1175,1.004,0.001,31
1176,1176,1.004,0.001,31
1177,1177,1.004,0.001,31
1178,1178,1.004,0.001,31
1179,1179,1.004,0.001,31
1180,1180,1.004,0.001,31
1181,1181,1.004,0.001,31
1182,1182,1.004,0.001,31
1183,1183,1.004,0.001,31
1184,1184,1.004,0.001,31
1185,1185,1.004,0.001,31
1186,1186,1.004,0.001,31
1187,1187,1.004,0.001,31
1188,1188,1.004,0.001,31
1189,1189,1.004,0.001,31
1190,1190,1.004,0.001,31
1191,1191,1.004,0.001,31
1192,1192,1.004,0.001,31
1193,1193,1.004,0.001,31
1194,1194,1.004,0.001,31
1195,1195,1.004,0.001,31
1196,1196,1.004,0.001,31
1197,1197,1.004,0.001,31
1198,1198,1.004,0.001,31
1199,1199,1.004,0.001,31
1200,1200,1.004,0.001,31
1201,1201,1.004,0.001,31
1202,1202,1.004,0.001,31
1203,1203,1.004,0.001,31
1204,1204,1.004,0.001,31
1205,1205,1.004,0.001,31
1206,1206,1.004,0.001,31
1207,1207,1.004,0.001,31
1208,1208,1.004,0.001,31
1209,1209,1.004,0.001,31
1210,1210,1.004,0.001,31
1211,1211,1.004,0.001,31
1212,1212,1.004,0.001,31
1213,1213,1.004,0.001,31
1214,1214,1.004,0.001,31
1215,1215,1.004,0.001,31
1216,1216,1.004,0.001,31
1217,1217,1.004,0.001,31
1218,1218,1.004,0.001,31
1219,1219,1.004,0.001,31
1220,1220,1.004,0.001,31
1221,1221,1.004,0.001,31
1222,1222,1.004,0.001,31
1223,1223,1.004,0.001,31
1224,1224,1.004,0.001,31
1225,1225,1.004,0.001,31
1226,1226,1.004,0.001,31
1227,1227,1.004,0.001,31
1228,1228,1.004,0.001,31
1229,1229,1.004,0.001,31
1230,1230,1.004,0.001,31
1231,1231,1.004,0.001,31
1232,1232,1.004,0.001,31
1233,1233,1.004,0.001,31
1234,1234,1.004,0.001,31
1235,1235,1.004,0.001,31
1236,1236,1.004,0.001,31
1237,1237,1.004,0.001,31
1238,1238,1.004,0.001,31
1239,1239,1.004,0.001,31
1240,1240,1.004,0.001,31
1241,1241,1.004,0.001,31
1242,1242,1.004,0.001,31
1243,1243,1.004,0.001,31
1244,1244,1.004,0.001,31
1245,1245,1.004,0.001,31
1246,1246,1.004,0.001,31
1247,1247,1.004,0.001,31
1248,1248,1.004,0.001,31
1249,1249,1.004,0.001,31
1250,1250,1.004,0.001,31
1251,1251,1.004,0.001,31
1252,1252,1.004,0.001,31
1253,1253,1.004,0.001,31
1254,1254,1.004,0.001,31
1255,1255,1.004,0.001,31
1256,1256,1.004,0.001,31
1257,1257,1.004,0.001,31
1258,1258,1.004,0.001,31
1259,1259,1.004,0.001,31
1260,1260,1.004,0.001,31
1261,1261,1.004,0.001,31
1262,1262,1.004,0.001,31
1263,1263,1.004,0.001,31
1264,1264,1.004,0.001,31
1265,1265,1.004,0.001,31
1266,1266,1.004,0.001,31
1267,1267,1.004,0.001,31
1268,1268,1.004,0.001,31
1269,1269,1.004,0.001,31
1270,1270,1.004,0.001,31
1271,1271,1.004,0.001,31
1272,1272,1.004,0.001,31
1273,1273,1.004,0.001,31
1274,1274,1.004,0.001,31
1275,1275,1.004,0.001,31
1276,1276,1.004,0.001,31
1277,1277,1.004,0.001,31
1278,1278,1.004,0.001,31
1279,1279,1.004,0.001,31
1280,1280,1.004,0.001,31
1281,1281,1.004,0.001,31
1282,1282,1.004,0.001,31
1283,1283,1.004,0.001,31
1284,1284,1.004,0.001,31
1285,1285,1.004,0.001,31
1286,1286,1.004,0.001,31
1287,1287,1.004,0.001,31
1288,1288,1.004,0.001,31
1289,1289,1.004,0.001,31
1290,1290,1.004,0.001,31
1291,1291,1.004,0.001,31
1292,1292,1.004,0.001,31
1293,1293,1.004,0.001,31
1294,1294,1.004,0.001,31
1295,1295,1.004,0.001,31
1296,1296,1.004,0.001,31
1297,1297,1.004,0.001,31
1298,1298,1.004,0.001,31
1299,1299,1.004,0.001,31
1300,1300,1.004,0.001,31
1301,1301,1.004,0.001,31
1302,1302,1.004,0.001,31
1303,1303,1.004,0.001,31
1304,1304,1.004,0.001,31
1305,1305,1.004,0.001,31
1306,1306,1.004,0.001,31
1307,1307,1.004,0.001,31
1308,1308,1.004,0.001,31
1309,1309,1.004,0.001,31
1310,1310,1.004,0.001,31
1311,1311,1.004,0.001,31
1312,1312,1.004,0.001,31
1313,1313,1.004,0.001,31
1314,1314,1.004,0.001,31
1315,1315,1.004,0.001,31
1316,1316,1.004,0.001,31
1317,1317,1.004,0.001,31
1318,1318,1.004,0.001,31
1319,1319,1.004,0.001,31
1320,1320,1.004,0.001,31
1321,1321,1.004,0.001,31
1322,1322,1.004,0.001,31
1323,1323,1.004,0.001,31
1324,1324,1.004,0.001,31
1325,1325,1.004,0.001,31
1326,1326,1.004,0.001,31
1327,1327,1.004,0.001,31
1328,1328,1.004,0.001,31
1329,1329,1.004,0.001,31
1330,1330,1.004,0.001,31
1331,1331,1.004,0.001,31
1332,1332,1.004,0.001,31
1333,1333,1.004,0.001,31
1334,1334,1.004,0.001,31
1335,1335,1.004,0.001,31
1336,1336,1.004,0.001,31
1337,1337,1.004,0.001,31
1338,1338,1.004,0.001,31
1339,1339,1.004,0.001,31
1340,1340,1.004,0.001,31
1341,1341,1.004,0.001,31
1342,1342,1.004,0.001,31
1343,1343,1.004,0.001,31
1344,1344,1.004,0.001,31
1345,1345,1.004,0.001,31
1346,1346,1.004,0.001,31
1347,1347,1.004,0.001,31
1348,1348,1.004,0.001,31
1349,1349,1.004,0.001,31
1350,1350,1.004,0.001,31
1351,1351,1.004,0.001,31
1352,1352,1.004,0.001,31
1353,1353,1.004,0.001,31
1354,1354,1.004,0.001,31
1355,1355,1.004,0.001,31
1356,1356,1.004,0.001,31
1357,1357,1.004,0.001,31
1358,1358,1.004,0.001,31
1359,1359,1.004,0.001,31
1360,1360,1.004,0.001,31
1361,1361,1.004,0.001,31
1362,1362,1.004,0.001,31
1363,1363,1.004,0.001,31
1364,1364,1.004,0.001,31
1365,1365,1.004,0.001,31
1366,1366,1.004,0.001,31
1367,1367,1.004,0.001,31
1368,1368,1.004,0.001,31
1369,1369,1.004,0.001,31
1370,1370,1.004,0.001,31
1371,1371,1.004,0.001,31
1372,1372,1.004,0.001,31
1373,1373,1.004,0.001,31
1374,1374,1.004,0.001,31
1375,1375,1.004,0.001,31
1376,1376,1.004,0.001,31
1377,1377,1.004,0.001,31
1378,1378,1.004,0.001,31
1379,1379,1.004,0.001,31
1380,1380,1.004,0.001,31
1381,1381,1.004,0.001,31
1382,1382,1.004,0.001,31
1383,1383,1.004,0.001,31
1384,1384,1.004,0.001,31
1385,1385,1.004,0.001,31
1386,1386,1.004,0.001,31
1387,1387,1.004,0.001,31
1388,1388,1.004,0.001,31
1389,1389,1.004,0.001,31
1390,1390,1.004,0.001,31
1391,1391,1.004,0.001,31
1392,1392,1.004,0.001,31
1393,1393,1.004,0.001,31
1394,1394,1.004,0.001,31
1395,1395,1.004,0.001,31
1396,1396,1.004,0.001,31
1397,1397,1.004,0.001,31
1398,1398,1.004,0.001,31
1399,1399,1.004,0.001,31
1400,1400,1.004,0.001,31
1401,1401,1.004,0.001,31
1402,1402,1.004,0.001,31
1403,1403,1.004,0.001,31
1404,1404,1.004,0.001,31
1405,1405,1.004,0.001,31
1406,1406,1.004,0.001,31
1407,1407,1.004,0.001,31
1408,1408,1.004,0.001,31
1409,1409,1.004,0.001,31
1410,1410,1.004,0.001,31
1411,1411,1.004,0.001,31
1412,1412,1.004,0.001,31
1413,1413,1.004,0.001,31
1414,1414,1.004,0.001,31
1415,1415,1.004,0.001,31
1416,1416,1.004,0.001,31
1417,1417,1.004,0.001,31
1418,1418,1.004,0.001,31
1419,1419,1.004,0.001,31
1420,1420,1.004,0.001,31
1421,1421,1.004,0.001,31
1422,1422,1.004,0.001,31
1423,1423,1.004,0.001,31
1424,1424,1.004,0.001,31
1425,1425,1.004,0.001,31
1426,1426,1.004,0.001,31
1427,1427,1.004,0.001,31
1428,1428,1.004,0.001,31
1429,1429,1.004,0.001,31
1430,1430,1.004,0.001,31
1431,1431,1.004,0.001,31
1432,1432,1.004,0.001,31
1433,1433,1.004,0.001,31
1434,1434,1.004,0.001,31
1435,1435,1.004,0.001,31
1436,1436,1.004,0.001,31
1437,1437,1.004,0.001,31
1438,1438,1.004,0.001,31
1439,1439,1.004,0.001,31
1440,1440,1.004,0.001,31
1441,1441,1.004,0.001,31
1442,1442,1.004,0.001,31
1443,1443,1.004,0.001,31
1444,1444,1.004,0.001,31
1445,1445,1.004,0.001,31
1446,1446,1.004,0.001,31
1447,1447,1.004,0.001,31
1448,1448,1.004,0.001,31
1449,1449,1.004,0.001,31
1450,1450,1.004,0.001,31
1451,1451,1.004,0.001,31
1452,1452,1.004,0.001,31
1453,1453,1.004,0.001,31
1454,1454,1.004,0.001,31
1455,1455,1.004,0.001,31
1456,1456,1.004,0.001,31
1457,1457,1.004,0.001,31
1458,1458,1.004,0.001,31
1459,1459,1.004,0.001,31
1460,1460,1.004,0.001,31
1461,1461,1.004,0.001,31
1462,1462,1.004,0.001,31
1463,1463,1.004,0.001,31
1464,1464,1.004,0.001,31
1465,1465,1.004,0.001,31
1466,1466,1.004,0.001,31
1467,1467,1.004,0.001,31
1468,1468,1.004,0.001,31
1469,1469,1.004,0.001,31
1470,1470,1.004,0.001,31
1471,1471,1.004,0.001,31
1472,1472,1.004,0.001,31
1473,1473,1.004,0.001,31
1474,1474,1.004,0.001,31
1475,1475,1.004,0.001,31
1476,1476,1.004,0.001,31
1477,1477,1.004,0.001,31
1478,1478,1.004,0.001,31
1479,1479,1.004,0.001,31
1480,1480,1.004,0.001,31
1481,1481,1.004,0.001,31
1482,1482,1.004,0.001,31
1483,1483,1.004,0.001,31
1484,1484,1.004,0.001,31
1485,1485,1.004,0.001,31
1486,1486,1.004,0.001,31
1487,1487,1.004,0.001,31
1488,1488,1.004,0.001,31
1489,1489,1.004,0.001,31
1490,1490,1.004,0.001,31
1491,1491,1.004,0.001,31
1492,1492,1.004,0.001,31
1493,1493,1.004,0.001,31
1494,1494,1.004,0.001,31
1495,1495,1.004,0.001,31
1496,1496,1.004,0.001,31
1497,1497,1.004,0.001,31
1498,1498,1.004,0.001,31
1499,1499,1.004,0.001,31
1500,1500,1.004,0.001,31
1501,1501,1.004,0.001,31
1502,1502,1.004,0.001,31
1503,1503,1.004,0.001,31
1504,1504,1.004,0.001,31
1505,1505,1.004,0.001,31
1506,1506,1.004,0.001,31
1507,1507,1.004,0.001,31
1508,1508,1.004,0.001,31
1509,1509,1.004,0.001,31
1510,1510,1.004,0.001,31
1511,1511,1.004,0.001,31
1512,1512,1.004,0.001,31
1513,1513,1.004,0.001,31
1514,1514,1.004,0.001,31
1515,1515,1.004,0.001,31
1516,1516,1.004,0.001,31
1517,1517,1.004,0.001,31
1518,1518,1.004,0.001,31
1519,1519,1.004,0.001,31
1520,1520,1.004,0.001,31
1521,1521,1.004,0.001,31
1522,1522,1.004,0.001,31
1523,1523,1.004,0.001,31
1524,1524,1.004,0.001,31
1525,1525,1.004,0.001,31
1526,1526,1.004,0.001,31
1527,1527,1.004,0.001,31
1528,1528,1.004,0.001,31
1529,1529,1.004,0.001,31
1530,1530,1.004,0.001,31
1531,1531,1.004,0.001,31
1532,1532,1.004,0.001,31
1533,1533,1.004,0.001,31
1534,1534,1.004,0.001,31
1535,1535,1.004,0.001,31
1536,1536,1.004,0.001,31
1537,1537,1.004,0.001,31
1538,1538,1.004,0.001,31
1539,1539,1.004,0.001,31
1540,1540,1.004,0.001,31
1541,1541,1.004,0.001,31
1542,1542,1.004,0.001,31
1543,1543,1.004,0.001,31
1544,1544,1.004,0.001,31
1545,1545,1.004,0.001,31
1546,1546,1.004,0.001,31
1547,1547,1.004,0.001,31
1548,1548,1.004,0.001,31
1549,1549,1.004,0.001,31
1550,1550,1.004,0.001,31
1551,1551,1.004,0.001,31
1552,1552,1.004,0.001,31
1553,1553,1.004,0.001,31
1554,1554,1.004,0.001,31
1555,1555,1.004,0.001,31
1556,1556,1.004,0.001,31
1557,1557,1.004,0.001,31
1558,1558,1.004,0.001,31
1559,1559,1.004,0.001,31
1560,1560,1.004,0.001,31
1561,1561,1.004,0.001,31
1562,1562,1.004,0.001,31
1563,1563,1.004,0.001,31
1564,1564,1.004,0.001,31
1565,1565,1.004,0.001,31
1566,1566,1.004,0.001,31
1567,1567,1.004,0.001,31
1568,1568,1.004,0.001,31
1569,1569,1.004,0.001,31
1570,1570,1.004,0.001,31
1571,1571,1.004,0.001,31
1572,1572,1.004,0.001,31
1573,1573,1.004,0.001,31
1574,1574,1.004,0.001,31
1575,1575,1.004,0.001,31
1576,1576,1.004,0.001,31
1577,1577,1.004,0.001,31
1578,1578,1.004,0.001,31
1579,1579,1.004,0.001,31
1580,1580,1.004,0.001,31
1581,1581,1.004,0.001,31
1582,1582,1.004,0.001,31
1583,1583,1.004,0.001,31
1584,1584,1.004,0.001,31
1585,1585,1.004,0.001,31
1586,1586,1.004,0.001,31
1587,1587,1.004,0.001,31
1588,1588,1.004,0.001,31
1589,1589,1.004,0.001,31
1590,1590,1.004,0.001,31
1591,1591,1.004,0.001,31
1592,1592,1.004,0.001,31
1593,1593,1.004,0.001,31
1594,1594,1.004,0.001,31
1595,1595,1.004,0.001,31
1596,1596,1.004,0.001,31
1597,1597,1.004,0.001,31
1598,1598,1.004,0.001,31
1599,1599,1.004,0.001,31
1600,1600,1.004,0.001,31
1601,1601,1.004,0.001,31
1602,1602,1.004,0.001,31
1603,1603,1.004,0.001,31
1604,1604,1.004,0.001,31
1605,1605,1.004,0.001,31
1606,1606,1.004,0.001,31
1607,1607,1.004,0.001,31
1608,1608,1.004,0.001,31
1609,1609,1.004,0.001,31
1610,1610,1.004,0.001,31
1611,1611,1.004,0.001,31
1612,1612,1.004,0.001,31
1613,1613,1.004,0.001,31
1614,1614,1.004,0.001,31
1615,1615,1.004,0.001,31
1616,1616,1.004,0.001,31
1617,1617,1.004,0.001,31
1618,1618,1.004,0.001,31
1619,1619,1.004,0.001,31
1620,1620,1.004,0.001,31
1621,1621,1.004,0.001,31
1622,1622,1.004,0.001,31
1623,1623,1.004,0.001,31
1624,1624,1.004,0.001,31
1625,1625,1.004,0.001,31
1626,1626,1.004,0.001,31
1627,1627,1.004,0.001,31
1628,1628,1.004,0.001,31
1629,1629,1.004,0.001,31
1630,1630,1.004,0.001,31
1631,1631,1.004,0.001,31
1632,1632,1.004,0.001,31
1633,1633,1.004,0.001,31
1634,1634,1.004,0.001,31
1635,1635,1.004,0.001,31
1636,1636,1.004,0.001,31
1637,1637,1.004,0.001,31
1638,1638,1.004,0.001,31
1639,1639,1.004,0.001,31
1640,1640,1.004,0.001,31
1641,1641,1.004,0.001,31
1642,1642,1.004,0.001,31
1643,1643,1.004,0.001,31
1644,1644,1.004,0.001,31
1645,1645,1.004,0.001,31
1646,1646,1.004,0.001,31
1647,1647,1.004,0.001,31
1648,1648,1.004,0.001,31
1649,1649,1.004,0.001,31
1650,1650,1.004,0.001,31
1651,1651,1.004,0.001,31
1652,1652,1.004,0.001,31
1653,1653,1.004,0.001,31
1654,1654,1.004,0.001,31
1655,1655,1.004,0.001,31
1656,1656,1.004,0.001,31
1657,1657,1.004,0.001,31
1658,1658,1.004,0.001,31
1659,1659,1.004,0.001,31
1660,1660,1.004,0.001,31
1661,1661,1.004,0.001,31
1662,1662,1.004,0.001,31
1663,1663,1.004,0.001,31
1664,1664,1.004,0.001,31
1665,1665,1.004,0.001,31
1666,1666,1.004,0.001,31
1667,1667,1.004,0.001,31
1668,1668,1.004,0.001,31
1669,1669,1.004,0.001,31
1670,1670,1.004,0.001,31
1671,1671,1.004,0.001,31
1672,1672,1.004,0.001,31
1673,1673,1.004,0.001,31
1674,1674,1.004,0.001,31
1675,1675,1.004,0.001,31
1676,1676,1.004,0.001,31
1677,1677,1.004,0.001,31
1678,1678,1.004,0.001,31
1679,1679,1.004,0.001,31
1680,1680,1.004,0.001,31
1681,1681,1.004,0.001,31
1682,1682,1.004,0.001,31
1683,1683,1.004,0.001,31
1684,1684,1.004,0.001,31
1685,1685,1.004,0.001,31
1686,1686,1.004,0.001,31
1687,1687,1.004,0.001,31
1688,1688,1.004,0.001,31
1689,1689,1.004,0.001,31
1690,1690,1.004,0.001,31
1691,1691,1.004,0.001,31
1692,1692,1.004,0.001,31
1693,1693,1.004,0.001,31
1694,1694,1.004,0.001,31
1695,1695,1.004,0.001,31
1696,1696,1.004,0.001,31
1697,1697,1.004,0.001,31
1698,1698,1.004,0.001,31
1699,1699,1.004,0.001,31
1700,1700,1.004,0.001,31
1701,1701,1.004,0.001,31
1702,1702,1.004,0.001,31
1703,1703,1.004,0.001,31
1704,1704,1.004,0.001,31
1705,1705,1.004,0.001,31
1706,1706,1.004,0.001,31
1707,1707,1.004,0.001,31
1708,1708,1.004,0.001,31
1709,1709,1.004,0.001,31
1710,1710,1.004,0.001,31
1711,1711,1.004,0.001,31
1712,1712,1.004,0.001,31
1713,1713,1.004,0.001,31
1714,1714,1.004,0.001,31
1715,1715,1.004,0.001,31
1716,1716,1.004,0.001,31
1717,1717,1.004,0.001,31
1718,1718,1.004,0.001,31
1719,1719,1.004,0.001,31
1720,1720,1.004,0.001,31
1721,1721,1.004,0.001,31
1722,1722,1.004,0.001,31
1723,1723,1.004,0.001,31
1724,1724,1.004,0.001,31
1725,1725,1.004,0.001,31
1726,1726,1.004,0.001,31
1727,1727,1.004,0.001,31
1728,1728,1.004,0.001,31
1729,1729,1.004,0.001,31
1730,1730,1.004,0.001,31
1731,1731,1.004,0.001,31
1732,1732,1.004,0.001,31
1733,1733,1.004,0.001,31
1734,1734,1.004,0.001,31
1735,1735,1.004,0.001,31
1736,1736,1.004,0.001,31
1737,1737,1.004,0.001,31
1738,1738,1.004,0.001,31
1739,1739,1.004,0.001,31
1740,1740,1.004,0.001,31
1741,1741,1.004,0.001,31
1742,1742,1.004,0.001,31
1743,1743,1.004,0.001,31
1744,1744,1.004,0.001,31
1745,1745,1.004,0.001,31
1746,1746,1.004,0.001,31
1747,1747,1.004,0.001,31
1748,1748,1.004,0.001,31
1749,1749,1.004,0.001,31
1750,1750,1.004,0.001,31
1751,1751,1.004,0.001,31
1752,1752,1.004,0.001,31
1753,1753,1.004,0.001,31
1754,1754,1.004,0.001,31
1755,1755,1.004,0.001,31
1756,1756,1.004,0.001,31
1757,1757,1.004,0.001,31
1758,1758,1.004,0.001,31
1759,1759,1.004,0.001,31
1760,1760,1.004,0.001,31
1761,1761,1.004,0.001,31
1762,1762,1.004,0.001,31
1763,1763,1.004,0.001,31
1764,1764,1.004,0.001,31
1765,1765,1.004,0.001,31
1766,1766,1.004,0.001,31
1767,1767,1.004,0.001,31
1768,1768,1.004,0.001,31
1769,1769,1.004,0.001,31
1770,1770,1.004,0.001,31
1771,1771,1.004,0.001,31
1772,1772,1.004,0.001,31
1773,1773,1.004,0.001,31
1774,1774,1.004,0.001,31
1775,1775,1.004,0.001,31
1776,1776,1.004,0.001,31
1777,1777,1.004,0.001,31
1778,1778,1.004,0.001,31
1779,1779,1.004,0.001,31
1780,1780,1.004,0.001,31
1781,1781,1.004,0.001,31
1782,1782,1.004,0.001,31
1783,1783,1.004,0.001,31
1784,1784,1.004,0.001,31
1785,1785,1.004,0.001,31
1786,1786,1.004,0.001,31
1787,1787,1.004,0.001,31
1788,1788,1.004,0.001,31
1789,1789,1.004,0.001,31
1790,1790,1.004,0.001,31
1791,1791,1.004,0.001,31
1792,1792,1.004,0.001,31
1793,1793,1.004,0.001,31
1794,1794,1.004,0.001,31
1795,1795,1.004,0.001,31
1796,1796,1.004,0.001,31
1797,1797,1.004,0.001,31
1798,1798,1.004,0.001,31
1799,1799,1.004,0.001,31
1800,1800,1.004,0.001,31
1801,1801,1.004,0.001,31
1802,1802,1.004,0.001,31
1803,1803,1.004,0.001,31
1804,1804,1.004,0.001,31
1805,1805,1.004,0.001,31
1806,1806,1.004,0.001,31
1807,1807,1.004,0.001,31
1808,1808,1.004,0.001,31
1809,1809,1.004,0.001,31
1810,1810,1.004,0.001,31
1811,1811,1.004,0.001,31
1812,1812,1.004,0.001,31
1813,1813,1.004,0.001,31
1814,1814,1.004,0.001,31
1815,1815,1.004,0.001,31
1816,1816,1.004,0.001,31
1817,1817,1.004,0.001,31
1818,1818,1.004,0.001,31
1819,1819,1.004,0.001,31
1820,1820,1.004,0.001,31
1821,1821,1.004,0.001,31
1822,1822,1.004,0.001,31
1823,1823,1.004,0.001,31
1824,1824,1.004,0.001,31
1825,1825,1.004,0.001,31
1826,1826,1.004,0.001,31
1827,1827,1.004,0.001,31
1828,1828,1.004,0.001,31
1829,1829,1.004,0.001,31
1830,1830,1.004,0.001,31
1831,1831,1.004,0.001,31
1832,1832,1.004,0.001,31
1833,1833,1.004,0.001,31
1834,1834,1.004,0.001,31
1835,1835,1.004,0.001,31
1836,1836,1.004,0.001,31
1837,1837,1.004,0.001,31
1838,1838,1.004,0.001,31
1839,1839,1.004,0.001,31
1840,1840,1.004,0.001,31
1841,1841,1.004,0.001,31
1842,1842,1.004,0.001,31
1843,1843,1.004,0.001,31
1844,1844,1.004,0.001,31
1845,1845,1.004,0.001,31
1846,1846,1.004,0.001,31
1847,1847,1.004,0.001,31
1848,1848,1.004,0.001,31
1849,1849,1.004,0.001,31
1850,1850,1.004,0.001,31
1851,1851,1.004,0.001,31
1852,1852,1.004,0.001,31
1853,1853,1.004,0.001,31
1854,1854,1.004,0.001,31
1855,1855,1.004,0.001,31
1856,1856,1.004,0.001,31
1857,1857,1.004,0.001,31
1858,1858,1.004,0.001,31
1859,1859,1.004,0.001,31
1860,1860,1.004,0.001,31
1861,1861,1.004,0.001,31
1862,1862,1.004,0.001,31
1863,1863,1.004,0.001,31
1864,1864,1.004,0.001,31
1865,1865,1.004,0.001,31
1866,1866,1.004,0.001,31
1867,1867,1.004,0.001,31
1868,1868,1.004,0.001,31
